ID,DateTime,Volume
202,1/2/2014 13:36,22
203,1/2/2014 13:37,103
204,1/2/2014 13:38,80
205,1/2/2014 13:39,52
206,1/2/2014 13:40,42
207,1/2/2014 13:41,96
208,1/2/2014 13:42,207
209,1/2/2014 13:43,103
210,1/2/2014 13:44,56
211,1/2/2014 13:45,42
212,1/2/2014 13:46,11
213,1/2/2014 13:47,41
214,1/2/2014 13:48,39
215,1/2/2014 13:49,10
216,1/2/2014 13:50,51
217,1/2/2014 13:51,17
218,1/2/2014 13:52,20
219,1/2/2014 13:53,34
220,1/2/2014 13:54,41
221,1/2/2014 13:55,325
222,1/2/2014 13:56,444
223,1/2/2014 13:57,126
224,1/2/2014 13:58,147
225,1/2/2014 13:59,477
226,1/2/2014 14:00,514
227,1/2/2014 14:01,287
228,1/2/2014 14:02,215
229,1/2/2014 14:03,128
230,1/2/2014 14:04,146
231,1/2/2014 14:05,232
232,1/2/2014 14:06,94
233,1/2/2014 14:07,102
234,1/2/2014 14:08,77
235,1/2/2014 14:09,39
236,1/2/2014 14:10,33
237,1/2/2014 14:11,71
238,1/2/2014 14:12,43
239,1/2/2014 14:13,50
240,1/2/2014 14:14,39
241,1/2/2014 14:15,158
242,1/2/2014 14:16,133
243,1/2/2014 14:17,65
244,1/2/2014 14:18,85
245,1/2/2014 14:19,50
246,1/2/2014 14:20,38
247,1/2/2014 14:21,45
248,1/2/2014 14:22,52
249,1/2/2014 14:23,32
250,1/2/2014 14:24,64
251,1/2/2014 14:25,39
252,1/2/2014 14:26,48
253,1/2/2014 14:27,47
254,1/2/2014 14:28,35
255,1/2/2014 14:29,30
256,1/2/2014 14:30,64
257,1/2/2014 14:31,468
258,1/2/2014 14:32,109
259,1/2/2014 14:33,28
260,1/2/2014 14:34,47
261,1/2/2014 14:35,134
262,1/2/2014 14:36,84
263,1/2/2014 14:37,45
264,1/2/2014 14:38,49
265,1/2/2014 14:39,39
266,1/2/2014 14:40,20
267,1/2/2014 14:41,72
268,1/2/2014 14:42,141
269,1/2/2014 14:43,30
270,1/2/2014 14:44,67
271,1/2/2014 14:45,65
272,1/2/2014 14:46,54
273,1/2/2014 14:47,44
274,1/2/2014 14:48,39
275,1/2/2014 14:49,61
276,1/2/2014 14:50,76
277,1/2/2014 14:51,81
278,1/2/2014 14:52,41
279,1/2/2014 14:53,46
280,1/2/2014 14:54,31
281,1/2/2014 14:55,33
282,1/2/2014 14:56,30
283,1/2/2014 14:57,46
284,1/2/2014 14:58,37
285,1/2/2014 14:59,77
286,1/2/2014 15:00,179
287,1/2/2014 15:01,35
288,1/2/2014 15:02,39
289,1/2/2014 15:03,16
290,1/2/2014 15:04,28
291,1/2/2014 15:05,58
292,1/2/2014 15:06,28
293,1/2/2014 15:07,153
294,1/2/2014 15:08,88
295,1/2/2014 15:09,37
296,1/2/2014 15:10,53
297,1/2/2014 15:11,52
298,1/2/2014 15:12,47
299,1/2/2014 15:13,13
300,1/2/2014 15:14,35
301,1/2/2014 15:15,57
302,1/2/2014 15:16,104
303,1/2/2014 15:17,85
304,1/2/2014 15:18,46
305,1/2/2014 15:19,69
306,1/2/2014 15:20,46
307,1/2/2014 15:21,23
308,1/2/2014 15:22,68
309,1/2/2014 15:23,36
310,1/2/2014 15:24,33
311,1/2/2014 15:25,34
312,1/2/2014 15:26,31
313,1/2/2014 15:27,27
314,1/2/2014 15:28,30
315,1/2/2014 15:29,46
316,1/2/2014 15:30,67
317,1/2/2014 15:31,18
318,1/2/2014 15:32,29
319,1/2/2014 15:33,19
320,1/2/2014 15:34,33
321,1/2/2014 15:35,44
322,1/2/2014 15:36,25
323,1/2/2014 15:37,28
324,1/2/2014 15:38,24
325,1/2/2014 15:39,38
326,1/2/2014 15:40,48
327,1/2/2014 15:41,49
328,1/2/2014 15:42,62
329,1/2/2014 15:43,31
330,1/2/2014 15:44,18
331,1/2/2014 15:45,66
332,1/2/2014 15:46,87
333,1/2/2014 15:47,53
334,1/2/2014 15:48,85
335,1/2/2014 15:49,99
336,1/2/2014 15:50,44
337,1/2/2014 15:51,64
338,1/2/2014 15:52,100
339,1/2/2014 15:53,57
340,1/2/2014 15:54,77
341,1/2/2014 15:55,149
342,1/2/2014 15:56,58
343,1/2/2014 15:57,85
344,1/2/2014 15:58,209
345,1/2/2014 15:59,366
346,1/2/2014 16:00,232
347,1/2/2014 16:01,116
348,1/2/2014 16:02,93
349,1/2/2014 16:03,40
350,1/2/2014 16:04,55
351,1/2/2014 16:05,84
352,1/2/2014 16:06,93
353,1/2/2014 16:07,75
354,1/2/2014 16:08,62
355,1/2/2014 16:09,67
356,1/2/2014 16:10,146
357,1/2/2014 16:11,63
358,1/2/2014 16:12,135
359,1/2/2014 16:13,131
360,1/2/2014 16:14,223
361,1/3/2014 09:15,638
362,1/3/2014 09:16,562
363,1/3/2014 09:17,552
364,1/3/2014 09:18,374
365,1/3/2014 09:19,253
366,1/3/2014 09:20,521
367,1/3/2014 09:21,741
368,1/3/2014 09:22,379
369,1/3/2014 09:23,456
370,1/3/2014 09:24,471
371,1/3/2014 09:25,392
372,1/3/2014 09:26,469
373,1/3/2014 09:27,363
374,1/3/2014 09:28,212
375,1/3/2014 09:29,117
376,1/3/2014 09:30,1057
377,1/3/2014 09:31,325
378,1/3/2014 09:32,212
379,1/3/2014 09:33,187
380,1/3/2014 09:34,219
381,1/3/2014 09:35,485
382,1/3/2014 09:36,147
383,1/3/2014 09:37,161
384,1/3/2014 09:38,250
385,1/3/2014 09:39,1055
386,1/3/2014 09:40,748
387,1/3/2014 09:41,387
388,1/3/2014 09:42,233
389,1/3/2014 09:43,171
390,1/3/2014 09:44,190
391,1/3/2014 09:45,399
392,1/3/2014 09:46,198
393,1/3/2014 09:47,184
394,1/3/2014 09:48,288
395,1/3/2014 09:49,1037
396,1/3/2014 09:50,730
397,1/3/2014 09:51,286
398,1/3/2014 09:52,123
399,1/3/2014 09:53,178
400,1/3/2014 09:54,210
401,1/3/2014 09:55,318
402,1/3/2014 09:56,196
403,1/3/2014 09:57,165
404,1/3/2014 09:58,155
405,1/3/2014 09:59,329
406,1/3/2014 10:00,472
407,1/3/2014 10:01,413
408,1/3/2014 10:02,124
409,1/3/2014 10:03,336
410,1/3/2014 10:04,122
411,1/3/2014 10:05,145
412,1/3/2014 10:06,103
413,1/3/2014 10:07,149
414,1/3/2014 10:08,111
415,1/3/2014 10:09,280
416,1/3/2014 10:10,266
417,1/3/2014 10:11,469
418,1/3/2014 10:12,179
419,1/3/2014 10:13,190
420,1/3/2014 10:14,240
421,1/3/2014 10:15,119
422,1/3/2014 10:16,124
423,1/3/2014 10:17,235
424,1/3/2014 10:18,198
425,1/3/2014 10:19,303
426,1/3/2014 10:20,707
427,1/3/2014 10:21,441
428,1/3/2014 10:22,266
429,1/3/2014 10:23,214
430,1/3/2014 10:24,107
431,1/3/2014 10:25,153
432,1/3/2014 10:26,173
433,1/3/2014 10:27,204
434,1/3/2014 10:28,101
435,1/3/2014 10:29,110
436,1/3/2014 10:30,209
437,1/3/2014 10:31,105
438,1/3/2014 10:32,141
439,1/3/2014 10:33,62
440,1/3/2014 10:34,56
441,1/3/2014 10:35,156
442,1/3/2014 10:36,150
443,1/3/2014 10:37,375
444,1/3/2014 10:38,229
445,1/3/2014 10:39,199
446,1/3/2014 10:40,271
447,1/3/2014 10:41,369
448,1/3/2014 10:42,117
449,1/3/2014 10:43,213
450,1/3/2014 10:44,89
451,1/3/2014 10:45,171
452,1/3/2014 10:46,92
453,1/3/2014 10:47,98
454,1/3/2014 10:48,229
455,1/3/2014 10:49,65
456,1/3/2014 10:50,140
457,1/3/2014 10:51,108
458,1/3/2014 10:52,142
459,1/3/2014 10:53,173
460,1/3/2014 10:54,77
461,1/3/2014 10:55,96
462,1/3/2014 10:56,98
463,1/3/2014 10:57,181
464,1/3/2014 10:58,139
465,1/3/2014 10:59,256
466,1/3/2014 11:00,113
467,1/3/2014 11:01,120
468,1/3/2014 11:02,107
469,1/3/2014 11:03,250
470,1/3/2014 11:04,109
471,1/3/2014 11:05,157
472,1/3/2014 11:06,70
473,1/3/2014 11:07,53
474,1/3/2014 11:08,54
475,1/3/2014 11:09,86
476,1/3/2014 11:10,102
477,1/3/2014 11:11,56
478,1/3/2014 11:12,58
479,1/3/2014 11:13,94
480,1/3/2014 11:14,31
481,1/3/2014 11:15,58
482,1/3/2014 11:16,66
483,1/3/2014 11:17,49
484,1/3/2014 11:18,50
485,1/3/2014 11:19,58
486,1/3/2014 11:20,76
487,1/3/2014 11:21,57
488,1/3/2014 11:22,88
489,1/3/2014 11:23,153
490,1/3/2014 11:24,120
491,1/3/2014 11:25,106
492,1/3/2014 11:26,159
493,1/3/2014 11:27,84
494,1/3/2014 11:28,62
495,1/3/2014 11:29,66
496,1/3/2014 11:30,75
497,1/3/2014 11:31,54
498,1/3/2014 11:32,66
499,1/3/2014 11:33,91
500,1/3/2014 11:34,88
501,1/3/2014 11:35,42
502,1/3/2014 11:36,61
503,1/3/2014 11:37,30
504,1/3/2014 11:38,28
505,1/3/2014 11:39,60
506,1/3/2014 11:40,41
507,1/3/2014 11:41,38
508,1/3/2014 11:42,35
509,1/3/2014 11:43,46
510,1/3/2014 11:44,23
511,1/3/2014 11:45,68
512,1/3/2014 11:46,53
513,1/3/2014 11:47,13
514,1/3/2014 11:48,40
515,1/3/2014 11:49,58
516,1/3/2014 11:50,26
517,1/3/2014 11:51,20
518,1/3/2014 11:52,30
519,1/3/2014 11:53,55
520,1/3/2014 11:54,29
521,1/3/2014 11:55,103
522,1/3/2014 11:56,89
523,1/3/2014 11:57,85
524,1/3/2014 11:58,99
525,1/3/2014 11:59,117
526,1/3/2014 13:00,252
527,1/3/2014 13:01,127
528,1/3/2014 13:02,192
529,1/3/2014 13:03,238
530,1/3/2014 13:04,144
531,1/3/2014 13:05,105
532,1/3/2014 13:06,44
533,1/3/2014 13:07,52
534,1/3/2014 13:08,54
535,1/3/2014 13:09,50
536,1/3/2014 13:10,37
537,1/3/2014 13:11,97
538,1/3/2014 13:12,196
539,1/3/2014 13:13,50
540,1/3/2014 13:14,72
541,1/3/2014 13:15,51
542,1/3/2014 13:16,78
543,1/3/2014 13:17,126
544,1/3/2014 13:18,37
545,1/3/2014 13:19,64
546,1/3/2014 13:20,107
547,1/3/2014 13:21,40
548,1/3/2014 13:22,45
549,1/3/2014 13:23,102
550,1/3/2014 13:24,109
551,1/3/2014 13:25,33
552,1/3/2014 13:26,47
553,1/3/2014 13:27,55
554,1/3/2014 13:28,83
555,1/3/2014 13:29,105
556,1/3/2014 13:30,162
557,1/3/2014 13:31,138
558,1/3/2014 13:32,149
559,1/3/2014 13:33,52
560,1/3/2014 13:34,88
561,1/3/2014 13:35,225
562,1/3/2014 13:36,142
563,1/3/2014 13:37,69
564,1/3/2014 13:38,138
565,1/3/2014 13:39,469
566,1/3/2014 13:40,141
567,1/3/2014 13:41,74
568,1/3/2014 13:42,82
569,1/3/2014 13:43,51
570,1/3/2014 13:44,58
571,1/3/2014 13:45,114
572,1/3/2014 13:46,37
573,1/3/2014 13:47,69
574,1/3/2014 13:48,23
575,1/3/2014 13:49,83
576,1/3/2014 13:50,61
577,1/3/2014 13:51,34
578,1/3/2014 13:52,169
579,1/3/2014 13:53,60
580,1/3/2014 13:54,124
581,1/3/2014 13:55,139
582,1/3/2014 13:56,73
583,1/3/2014 13:57,217
584,1/3/2014 13:58,180
585,1/3/2014 13:59,95
586,1/3/2014 14:00,147
587,1/3/2014 14:01,68
588,1/3/2014 14:02,66
589,1/3/2014 14:03,79
590,1/3/2014 14:04,79
591,1/3/2014 14:05,248
592,1/3/2014 14:06,593
593,1/3/2014 14:07,169
594,1/3/2014 14:08,143
595,1/3/2014 14:09,225
596,1/3/2014 14:10,403
597,1/3/2014 14:11,590
598,1/3/2014 14:12,220
599,1/3/2014 14:13,161
600,1/3/2014 14:14,60
601,1/3/2014 14:15,149
602,1/3/2014 14:16,95
603,1/3/2014 14:17,81
604,1/3/2014 14:18,172
605,1/3/2014 14:19,113
606,1/3/2014 14:20,87
607,1/3/2014 14:21,57
608,1/3/2014 14:22,95
609,1/3/2014 14:23,120
610,1/3/2014 14:24,203
611,1/3/2014 14:25,366
612,1/3/2014 14:26,169
613,1/3/2014 14:27,98
614,1/3/2014 14:28,91
615,1/3/2014 14:29,81
616,1/3/2014 14:30,146
617,1/3/2014 14:31,130
618,1/3/2014 14:32,57
619,1/3/2014 14:33,93
620,1/3/2014 14:34,99
621,1/3/2014 14:35,99
622,1/3/2014 14:36,48
623,1/3/2014 14:37,206
624,1/3/2014 14:38,89
625,1/3/2014 14:39,75
626,1/3/2014 14:40,64
627,1/3/2014 14:41,52
628,1/3/2014 14:42,109
629,1/3/2014 14:43,80
630,1/3/2014 14:44,125
631,1/3/2014 14:45,91
632,1/3/2014 14:46,83
633,1/3/2014 14:47,93
634,1/3/2014 14:48,71
635,1/3/2014 14:49,38
636,1/3/2014 14:50,51
637,1/3/2014 14:51,52
638,1/3/2014 14:52,126
639,1/3/2014 14:53,75
640,1/3/2014 14:54,56
641,1/3/2014 14:55,64
642,1/3/2014 14:56,98
643,1/3/2014 14:57,79
644,1/3/2014 14:58,41
645,1/3/2014 14:59,212
646,1/3/2014 15:00,110
647,1/3/2014 15:01,79
648,1/3/2014 15:02,66
649,1/3/2014 15:03,77
650,1/3/2014 15:04,79
651,1/3/2014 15:05,165
652,1/3/2014 15:06,123
653,1/3/2014 15:07,74
654,1/3/2014 15:08,162
655,1/3/2014 15:09,169
656,1/3/2014 15:10,158
657,1/3/2014 15:11,68
658,1/3/2014 15:12,72
659,1/3/2014 15:13,159
660,1/3/2014 15:14,105
661,1/3/2014 15:15,98
662,1/3/2014 15:16,77
663,1/3/2014 15:17,72
664,1/3/2014 15:18,48
665,1/3/2014 15:19,84
666,1/3/2014 15:20,183
667,1/3/2014 15:21,134
668,1/3/2014 15:22,95
669,1/3/2014 15:23,227
670,1/3/2014 15:24,123
671,1/3/2014 15:25,89
672,1/3/2014 15:26,176
673,1/3/2014 15:27,178
674,1/3/2014 15:28,71
675,1/3/2014 15:29,71
676,1/3/2014 15:30,184
677,1/3/2014 15:31,122
678,1/3/2014 15:32,174
679,1/3/2014 15:33,129
680,1/3/2014 15:34,203
681,1/3/2014 15:35,134
682,1/3/2014 15:36,181
683,1/3/2014 15:37,114
684,1/3/2014 15:38,95
685,1/3/2014 15:39,475
686,1/3/2014 15:40,264
687,1/3/2014 15:41,180
688,1/3/2014 15:42,247
689,1/3/2014 15:43,246
690,1/3/2014 15:44,264
691,1/3/2014 15:45,231
692,1/3/2014 15:46,221
693,1/3/2014 15:47,154
694,1/3/2014 15:48,315
695,1/3/2014 15:49,253
696,1/3/2014 15:50,296
697,1/3/2014 15:51,328
698,1/3/2014 15:52,210
699,1/3/2014 15:53,247
700,1/3/2014 15:54,229
701,1/3/2014 15:55,159
702,1/3/2014 15:56,272
703,1/3/2014 15:57,253
704,1/3/2014 15:58,265
705,1/3/2014 15:59,484
706,1/3/2014 16:00,617
707,1/3/2014 16:01,319
708,1/3/2014 16:02,208
709,1/3/2014 16:03,150
710,1/3/2014 16:04,105
711,1/3/2014 16:05,164
712,1/3/2014 16:06,99
713,1/3/2014 16:07,171
714,1/3/2014 16:08,91
715,1/3/2014 16:09,91
716,1/3/2014 16:10,209
717,1/3/2014 16:11,216
718,1/3/2014 16:12,227
719,1/3/2014 16:13,187
720,1/3/2014 16:14,606
721,1/6/2014 09:15,609
722,1/6/2014 09:16,635
723,1/6/2014 09:17,361
724,1/6/2014 09:18,703
725,1/6/2014 09:19,477
726,1/6/2014 09:20,372
727,1/6/2014 09:21,242
728,1/6/2014 09:22,243
729,1/6/2014 09:23,253
730,1/6/2014 09:24,163
731,1/6/2014 09:25,158
732,1/6/2014 09:26,221
733,1/6/2014 09:27,265
734,1/6/2014 09:28,367
735,1/6/2014 09:29,244
736,1/6/2014 09:30,886
737,1/6/2014 09:31,531
738,1/6/2014 09:32,425
739,1/6/2014 09:33,775
740,1/6/2014 09:34,503
741,1/6/2014 09:35,482
742,1/6/2014 09:36,245
743,1/6/2014 09:37,259
744,1/6/2014 09:38,213
745,1/6/2014 09:39,208
746,1/6/2014 09:40,407
747,1/6/2014 09:41,834
748,1/6/2014 09:42,361
749,1/6/2014 09:43,295
750,1/6/2014 09:44,174
751,1/6/2014 09:45,815
752,1/6/2014 09:46,448
753,1/6/2014 09:47,229
754,1/6/2014 09:48,326
755,1/6/2014 09:49,278
756,1/6/2014 09:50,279
757,1/6/2014 09:51,107
758,1/6/2014 09:52,110
759,1/6/2014 09:53,264
760,1/6/2014 09:54,207
761,1/6/2014 09:55,269
762,1/6/2014 09:56,381
763,1/6/2014 09:57,226
764,1/6/2014 09:58,215
765,1/6/2014 09:59,190
766,1/6/2014 10:00,245
767,1/6/2014 10:01,369
768,1/6/2014 10:02,372
769,1/6/2014 10:03,135
770,1/6/2014 10:04,133
771,1/6/2014 10:05,124
772,1/6/2014 10:06,122
773,1/6/2014 10:07,181
774,1/6/2014 10:08,99
775,1/6/2014 10:09,149
776,1/6/2014 10:10,167
777,1/6/2014 10:11,157
778,1/6/2014 10:12,120
779,1/6/2014 10:13,150
780,1/6/2014 10:14,134
781,1/6/2014 10:15,168
782,1/6/2014 10:16,188
783,1/6/2014 10:17,265
784,1/6/2014 10:18,80
785,1/6/2014 10:19,83
786,1/6/2014 10:20,58
787,1/6/2014 10:21,56
788,1/6/2014 10:22,173
789,1/6/2014 10:23,128
790,1/6/2014 10:24,131
791,1/6/2014 10:25,130
792,1/6/2014 10:26,111
793,1/6/2014 10:27,143
794,1/6/2014 10:28,76
795,1/6/2014 10:29,47
796,1/6/2014 10:30,93
797,1/6/2014 10:31,64
798,1/6/2014 10:32,47
799,1/6/2014 10:33,56
800,1/6/2014 10:34,148
801,1/6/2014 10:35,70
802,1/6/2014 10:36,40
803,1/6/2014 10:37,46
804,1/6/2014 10:38,98
805,1/6/2014 10:39,83
806,1/6/2014 10:40,97
807,1/6/2014 10:41,49
808,1/6/2014 10:42,64
809,1/6/2014 10:43,157
810,1/6/2014 10:44,79
811,1/6/2014 10:45,130
812,1/6/2014 10:46,74
813,1/6/2014 10:47,86
814,1/6/2014 10:48,107
815,1/6/2014 10:49,132
816,1/6/2014 10:50,66
817,1/6/2014 10:51,73
818,1/6/2014 10:52,54
819,1/6/2014 10:53,42
820,1/6/2014 10:54,53
821,1/6/2014 10:55,71
822,1/6/2014 10:56,66
823,1/6/2014 10:57,56
824,1/6/2014 10:58,140
825,1/6/2014 10:59,66
826,1/6/2014 11:00,77
827,1/6/2014 11:01,103
828,1/6/2014 11:02,90
829,1/6/2014 11:03,150
830,1/6/2014 11:04,131
831,1/6/2014 11:05,111
832,1/6/2014 11:06,116
833,1/6/2014 11:07,100
834,1/6/2014 11:08,90
835,1/6/2014 11:09,105
836,1/6/2014 11:10,56
837,1/6/2014 11:11,101
838,1/6/2014 11:12,60
839,1/6/2014 11:13,63
840,1/6/2014 11:14,129
841,1/6/2014 11:15,77
842,1/6/2014 11:16,70
843,1/6/2014 11:17,50
844,1/6/2014 11:18,39
845,1/6/2014 11:19,101
846,1/6/2014 11:20,68
847,1/6/2014 11:21,60
848,1/6/2014 11:22,20
849,1/6/2014 11:23,62
850,1/6/2014 11:24,41
851,1/6/2014 11:25,98
852,1/6/2014 11:26,47
853,1/6/2014 11:27,54
854,1/6/2014 11:28,66
855,1/6/2014 11:29,130
856,1/6/2014 11:30,48
857,1/6/2014 11:31,153
858,1/6/2014 11:32,233
859,1/6/2014 11:33,89
860,1/6/2014 11:34,352
861,1/6/2014 11:35,116
862,1/6/2014 11:36,103
863,1/6/2014 11:37,65
864,1/6/2014 11:38,138
865,1/6/2014 11:39,108
866,1/6/2014 11:40,50
867,1/6/2014 11:41,123
868,1/6/2014 11:42,279
869,1/6/2014 11:43,113
870,1/6/2014 11:44,49
871,1/6/2014 11:45,93
872,1/6/2014 11:46,45
873,1/6/2014 11:47,45
874,1/6/2014 11:48,18
875,1/6/2014 11:49,38
876,1/6/2014 11:50,36
877,1/6/2014 11:51,34
878,1/6/2014 11:52,24
879,1/6/2014 11:53,31
880,1/6/2014 11:54,47
881,1/6/2014 11:55,88
882,1/6/2014 11:56,30
883,1/6/2014 11:57,26
884,1/6/2014 11:58,29
885,1/6/2014 11:59,113
886,1/6/2014 13:00,131
887,1/6/2014 13:01,287
888,1/6/2014 13:02,84
889,1/6/2014 13:03,47
890,1/6/2014 13:04,48
891,1/6/2014 13:05,66
892,1/6/2014 13:06,32
893,1/6/2014 13:07,42
894,1/6/2014 13:08,71
895,1/6/2014 13:09,76
896,1/6/2014 13:10,44
897,1/6/2014 13:11,28
898,1/6/2014 13:12,74
899,1/6/2014 13:13,24
900,1/6/2014 13:14,57
901,1/6/2014 13:15,37
902,1/6/2014 13:16,41
903,1/6/2014 13:17,53
904,1/6/2014 13:18,111
905,1/6/2014 13:19,117
906,1/6/2014 13:20,64
907,1/6/2014 13:21,43
908,1/6/2014 13:22,28
909,1/6/2014 13:23,131
910,1/6/2014 13:24,109
911,1/6/2014 13:25,95
912,1/6/2014 13:26,65
913,1/6/2014 13:27,66
914,1/6/2014 13:28,47
915,1/6/2014 13:29,39
916,1/6/2014 13:30,72
917,1/6/2014 13:31,76
918,1/6/2014 13:32,37
919,1/6/2014 13:33,43
920,1/6/2014 13:34,49
921,1/6/2014 13:35,25
922,1/6/2014 13:36,79
923,1/6/2014 13:37,45
924,1/6/2014 13:38,79
925,1/6/2014 13:39,65
926,1/6/2014 13:40,42
927,1/6/2014 13:41,35
928,1/6/2014 13:42,32
929,1/6/2014 13:43,59
930,1/6/2014 13:44,50
931,1/6/2014 13:45,25
